QKEY,INTERVIEW_START_W132,INTERVIEW_END_W132,DEVICE_TYPE_W132,LANG_W132,FORM_W132,XDENOM_W132,IMPWOMPRES_W132,LIKELYWOMPRES_W132,ALTID_a_W132,ALTID_b_W132,ALTID_c_W132,ALTID_d_W132,ALTID_e_W132,NONRELIGIOUS_W132,SPIRIMP_W132,SPIRESSENT1_a_W132,SPIRESSENT1_b_W132,SPIRESSENT1_c_W132,SPIRESSENT1_d_W132,SPIRESSENT1_e_W132,SPIRESSENT1_f_W132,SPIRESSENT1_g_W132,SPIRESSENT1_h_W132,SPIRESSENT1_i_W132,SPIRESSENT1_j_W132,SPIRACT1_a_W132,SPIRACT1_b_W132,SPIRACT1_c_W132,SPIRACT1_d_W132,SPIRACT1_e_W132,SPIRACT2_a_W132,SPIRACT2_b_W132,SPIRACT2_c_W132,SPIRACT2_d_W132,SPIRACT2_e_W132,RTWRNG_a_W132,RTWRNG_b_W132,RTWRNG_c_W132,RTWRNG_d_W132,RTWRNG_e_W132,RTWRNG_f_W132,RTWRNG_g_W132,GOD_W132,GODBIBLE_W132,HGHPWR_W132,MISSINGGOD_W132,SPIREXIST_W132,SPIRTYPE_W132,SPIRENC_W132,BEYONDEXP_W132,SOUL_W132,BELIEVE_a_W132,BELIEVE_b_W132,DTHLKE_a_W132,DTHLKE_b_W132,DTHLKE_c_W132,DTHLKE_d_W132,DTHLKE_e_W132,DTHLKE_f_W132,SPIRSPEAK_W132,SPIREXP_a_W132,SPIREXP_b_W132,SPIREXP_c_W132,SPIREXP_d_W132,SPIRENERGY_a_W132,SPIRENERGY_b_W132,SPIRENERGY_c_W132,SPIRENERGY_d_W132,SPIRTHINGS_a_W132,SPIRTHINGS_b_W132,SPIRTHINGS_c_W132,SPIRTHINGS_d_W132,SPIRTHINGS_e_W132,SPIRCOM1_a_W132,SPIRCOM1_b_W132,SPIRCOM1_c_W132,SPIRCOM2a_W132,SPIRCOM2b_W132,SPIRCOM2c_W132,SECMEMB_W132,SECBEL1_W132,SECBEL2_W132,SPIRWORLD_W132,RELIMPACT_W132,SCIMPACT_W132,CHRELIG_W132,LIFEDIR_W132,LIFESPIR_W132,RELEFFECT_a_W132,RELEFFECT_b_W132,RELEFFECT_c_W132,RELEFFECT_d_W132,WHYNONE_MOD_a_W132,WHYNONE_MOD_b_W132,WHYNONE_MOD_c_W132,WHYNONE_MOD_d_W132,WHYNONE_MOD_e_W132,WHYNONE_MOD_f_W132,AI_HEARD_W132,CNCEXC_W132,AIHLPHRT_a_W132,AIHLPHRT_b_W132,AIHLPHRT_c_W132,AIHLPHRT_d_W132,AIHLPHRT_e_W132,AIHLPHRT_f_W132,AIHLPHRT_g_W132,AIHLPHRT_h_W132,F_METRO,F_CREGION,F_CDIVISION,F_USR_SELFID,F_AGECAT,F_GENDER,F_EDUCCAT,F_EDUCCAT2,F_HISP,F_HISP_ORIGIN,F_YEARSINUS_RECODE,F_RACECMB,F_RACETHNMOD,F_CITIZEN,F_BIRTHPLACE,F_MARITAL,F_RELIG,F_BORN,F_RELIGCAT1,F_ATTEND,F_PARTY_FINAL,F_PARTYLN_FINAL,F_PARTYSUM_FINAL,F_PARTYSUMIDEO_FINAL,F_REG,F_INC_SDT1,F_IDEO,F_INTFREQ,F_VOLSUM,F_INC_TIER2,WEIGHT_W132
201801162331,2023-08-04T22:05:13Z,2023-08-04T22:53:05Z,2,1,2,2,6,2,2,2,2,1,2,2,3,2,2,1,1,2,2,2,2,2,2,3,5,3,3,6,4,4,4,4,NA,3,3,3,3,4,3,3,NA,NA,NA,2,1,4,1,1,1,1,1,2,2,2,3,2,2,1,3,1,3,3,1,1,1,1,2,99,2,2,2,1,2,2,3,NA,NA,2,2,2,2,1,2,1,3,3,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,2,1,2,1,3,7,1,4,2,3,2,2,NA,1,1,1,1,1,5,1,2,1,5,4,99,9,9,1,1,4,2,2,1,3.418000250151977
201801162360,2023-08-02T16:41:45Z,2023-08-02T17:00:10Z,1,1,1,2,4,3,1,2,2,1,2,2,1,2,1,1,1,1,1,1,1,1,1,2,1,3,2,7,4,1,4,2,NA,2,2,3,3,3,2,2,1,2,NA,NA,1,3,1,1,1,1,1,4,4,3,4,4,5,2,1,1,4,1,2,2,1,2,2,2,2,2,1,1,2,2,1,NA,NA,2,2,1,2,2,2,1,3,3,1,4,1,3,NA,NA,NA,NA,NA,NA,2,3,1,3,3,3,NA,NA,NA,NA,1,3,7,1,4,1,1,6,2,NA,1,1,1,1,1,1,1,1,1,1,1,NA,1,2,1,9,3,2,1,3,0.2761864388586892
201801162469,2023-08-01T22:15:37Z,2023-08-01T22:28:36Z,1,1,2,1,4,3,2,2,2,2,2,2,2,1,3,1,1,2,2,2,3,1,2,7,6,5,3,7,NA,NA,4,2,NA,2,1,2,1,2,1,1,NA,NA,NA,2,1,3,2,1,1,2,2,2,2,2,3,2,3,2,3,3,4,2,2,2,1,2,2,2,2,1,1,2,2,2,NA,NA,NA,2,2,2,2,1,3,1,3,3,3,3,2,2,5,3,1,4,2,4,2,2,NA,NA,NA,NA,1,2,2,2,1,3,7,2,4,1,2,3,2,NA,1,1,1,1,1,1,12,NA,3,5,3,1,1,1,1,3,2,2,2,2,0.5067738474788364
201801162516,2023-08-03T14:08:52Z,2023-08-03T14:20:53Z,2,1,2,2,3,3,1,2,2,1,2,2,2,2,2,99,2,2,2,2,2,2,2,3,5,3,3,7,5,5,4,2,NA,3,1,2,2,2,1,1,NA,NA,NA,1,3,NA,NA,1,1,1,1,5,5,5,3,5,1,1,3,4,3,4,1,2,1,1,1,2,2,2,1,2,2,1,NA,NA,3,2,2,2,99,3,2,2,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,2,3,NA,NA,NA,NA,3,3,3,3,1,3,7,3,4,2,2,4,2,NA,4,1,1,1,4,4,2,2,2,4,1,NA,1,2,1,1,3,1,1,1,0.5404449430296541
201801162654,2023-08-02T11:57:28Z,2023-08-02T12:05:42Z,2,1,2,1,2,3,2,2,2,1,2,2,1,2,1,1,1,1,1,1,2,1,2,1,3,2,3,3,1,2,1,2,1,1,2,2,2,1,2,2,NA,NA,NA,2,1,3,2,1,1,1,1,5,2,2,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,NA,3,NA,2,2,2,2,3,3,1,3,1,2,3,1,3,5,5,5,5,5,5,1,2,NA,NA,NA,NA,3,3,3,3,1,3,7,1,2,2,2,4,2,NA,1,2,2,1,1,1,12,NA,3,5,2,NA,2,3,1,1,3,1,2,1,1.477649117245647
201801162662,2023-08-04T17:27:10Z,2023-08-06T13:00:55Z,2,1,2,2,3,3,2,2,2,1,2,2,2,2,1,1,1,2,1,2,2,1,2,7,6,6,2,7,NA,NA,NA,2,NA,2,2,1,2,2,2,2,NA,NA,NA,1,1,3,2,2,1,1,1,4,4,4,4,4,4,2,4,4,4,4,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,1,2,1,2,2,2,2,2,2,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,3,2,3,3,1,3,7,2,2,1,2,3,2,NA,1,4,4,1,1,1,1,2,1,5,2,NA,2,3,1,9,3,1,2,3,1.3041631980336346
201801162732,2023-08-01T18:21:46Z,2023-08-01T18:29:29Z,1,1,2,2,5,2,1,2,2,2,2,2,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,5,6,3,7,NA,5,NA,2,NA,3,1,3,2,2,3,2,NA,NA,NA,1,1,4,1,2,1,1,1,4,4,2,4,4,1,2,4,3,5,5,1,2,1,1,2,2,2,2,2,1,2,2,4,NA,NA,2,2,2,2,2,2,2,3,4,2,4,1,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,3,2,2,2,1,3,7,2,2,1,1,6,2,NA,1,1,1,1,1,3,2,2,2,5,1,NA,1,1,1,9,1,1,1,3,0.5069058693791104
201801162743,2023-08-02T12:36:58Z,2023-08-02T12:44:55Z,2,1,2,2,4,3,99,99,99,1,99,2,2,3,2,2,1,2,1,3,3,3,3,3,6,3,3,7,1,NA,2,2,NA,2,2,3,4,3,3,2,NA,NA,NA,1,1,3,1,1,1,1,2,5,4,4,4,4,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,1,3,3,3,2,2,2,2,3,3,1,3,3,2,3,1,3,NA,NA,NA,NA,NA,NA,3,2,NA,NA,NA,NA,3,3,3,3,1,3,7,2,2,2,1,6,2,NA,4,3,5,1,4,1,1,1,1,5,4,1,1,2,1,9,3,1,2,3,0.8180456120448741
201801162752,2023-08-01T18:52:48Z,2023-08-01T19:07:47Z,2,1,1,2,6,2,2,2,2,1,2,2,1,1,1,1,1,1,1,2,3,2,1,7,4,7,3,6,NA,5,NA,2,NA,1,2,3,1,2,5,2,1,1,NA,NA,1,3,1,1,1,1,1,2,4,3,4,4,1,2,1,1,1,5,2,2,2,2,2,99,2,99,2,1,1,2,1,1,NA,2,2,1,2,2,2,1,4,1,2,2,1,3,NA,NA,NA,NA,NA,NA,3,1,1,1,1,1,NA,NA,NA,NA,1,3,7,2,2,1,2,4,2,NA,1,1,1,1,1,1,1,1,1,2,1,NA,1,1,1,9,1,2,1,2,0.7765498271790576
201801162837,2023-08-01T16:47:42Z,2023-08-01T16:57:10Z,1,1,2,2,6,3,1,2,2,1,2,2,1,1,2,1,1,1,1,2,1,1,2,3,2,3,2,7,1,5,1,5,NA,1,2,2,1,1,2,2,NA,NA,NA,1,1,1,2,2,99,1,1,2,2,2,2,2,1,2,2,4,5,4,2,2,2,1,1,2,2,1,1,2,2,2,NA,NA,NA,2,2,2,2,2,3,2,3,3,2,3,2,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,1,2,2,2,1,3,7,2,3,2,2,4,2,NA,1,1,1,1,1,1,1,2,1,5,1,NA,1,1,1,3,2,2,2,2,1.0914075247929618
201801162869,2023-08-01T16:43:45Z,2023-08-01T16:49:08Z,2,1,1,2,3,3,1,2,2,1,2,2,2,2,1,1,1,1,1,2,2,1,1,6,6,5,5,7,NA,NA,4,2,NA,1,2,2,1,2,2,2,1,1,NA,NA,1,3,2,1,1,1,1,1,2,2,2,3,2,1,3,4,3,3,2,2,2,1,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,3,3,1,3,3,1,3,1,2,NA,NA,NA,NA,NA,NA,2,1,1,1,1,1,NA,NA,NA,NA,1,3,7,1,2,2,2,3,2,NA,1,1,1,1,1,1,1,1,1,5,3,1,1,2,3,5,3,1,2,2,1.2694300194078971
201801162903,2023-08-01T16:55:14Z,2023-08-01T17:25:04Z,1,1,1,2,4,1,1,2,2,1,2,2,1,2,2,3,1,2,2,2,3,2,2,6,5,2,6,7,NA,5,1,NA,NA,2,1,4,3,4,2,2,1,1,NA,NA,1,2,2,2,1,1,1,4,4,4,4,4,1,2,1,1,5,1,2,2,2,2,2,2,2,2,2,1,2,2,1,NA,NA,2,2,2,2,2,3,1,2,1,2,2,2,2,NA,NA,NA,NA,NA,NA,2,2,2,3,3,3,NA,NA,NA,NA,1,3,7,2,4,1,2,3,2,NA,1,1,1,1,1,1,1,1,1,2,1,NA,1,1,1,7,2,2,2,2,0.7228812438474664
201801163045,2023-08-03T13:12:51Z,2023-08-03T13:22:11Z,1,1,2,1,2,3,2,2,1,1,1,1,2,2,3,1,2,1,1,1,2,1,1,7,1,1,1,5,NA,4,4,2,2,4,1,3,1,2,1,1,NA,NA,NA,2,3,NA,NA,2,1,2,2,4,3,3,4,3,3,2,2,1,4,2,1,2,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,1,2,1,1,2,1,2,1,2,1,2,1,4,1,2,2,2,5,2,3,NA,NA,NA,NA,2,2,2,3,2,3,7,3,3,2,1,5,2,NA,1,1,1,1,1,1,12,NA,3,6,2,NA,2,4,1,6,4,2,2,2,0.6456502711644344
201801163060,2023-08-02T10:42:08Z,2023-08-02T10:57:43Z,2,1,2,2,4,3,1,2,2,1,2,2,2,2,2,1,1,1,1,2,2,1,1,7,1,5,1,7,NA,2,4,2,NA,1,2,1,2,1,1,3,NA,NA,NA,1,1,3,1,1,1,1,1,5,5,2,5,5,2,1,4,1,4,1,1,1,1,1,1,2,1,2,1,1,2,1,3,NA,3,2,2,2,2,3,3,12,1,1,2,4,2,3,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,2,2,3,1,3,7,2,2,2,2,3,2,NA,1,1,1,1,1,1,1,1,1,4,1,NA,1,1,1,5,2,1,1,2,0.6670760533808626
201801163101,2023-08-01T17:50:43Z,2023-08-01T17:59:07Z,2,1,2,1,5,2,2,1,2,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,1,6,1,7,NA,2,NA,2,NA,5,1,4,3,4,3,1,NA,NA,NA,3,2,NA,NA,2,2,2,2,4,4,4,4,4,4,2,4,4,5,5,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,1,2,1,2,3,12,4,4,2,2,2,2,1,4,2,1,5,5,1,2,NA,NA,NA,NA,3,2,2,3,1,3,7,3,2,1,1,5,2,NA,1,1,1,1,1,1,9,NA,3,6,3,1,1,1,1,8,2,2,1,2,0.4309550102142917
201801163137,2023-08-05T11:12:14Z,2023-08-05T11:22:41Z,1,1,1,1,3,4,2,2,1,1,2,1,3,2,3,2,3,2,1,2,2,1,2,5,1,1,2,5,4,1,4,2,2,5,2,3,2,1,1,3,2,NA,1,NA,1,4,2,2,1,1,2,5,3,5,3,3,5,2,4,4,4,4,1,1,1,1,2,2,2,2,2,2,2,2,NA,NA,NA,2,1,2,2,1,2,11,2,4,2,3,3,1,3,1,2,1,4,5,1,1,1,3,3,1,NA,NA,NA,NA,1,3,7,2,3,2,1,5,2,NA,4,3,5,1,4,6,10,NA,3,5,2,NA,2,4,1,9,4,1,1,3,0.23923068267159717
201801163162,2023-08-02T16:15:57Z,2023-08-02T16:23:42Z,2,1,1,2,4,2,1,99,99,99,99,2,1,2,1,3,1,2,1,3,3,3,1,7,5,6,3,5,NA,1,NA,2,2,1,3,5,1,2,3,3,1,1,NA,NA,1,1,2,2,1,1,1,2,3,2,4,4,1,1,1,5,4,3,2,2,1,2,2,2,2,2,2,1,2,2,1,NA,NA,2,2,2,2,2,3,2,1,99,1,4,1,3,NA,NA,NA,NA,NA,NA,3,3,3,3,3,3,NA,NA,NA,NA,1,3,7,2,3,2,1,5,2,NA,1,1,1,1,1,1,1,1,1,3,1,NA,1,1,1,3,1,2,2,2,1.422917053457836
201801163178,2023-08-01T18:31:50Z,2023-08-01T18:44:51Z,2,1,2,2,4,3,1,2,2,1,2,2,1,2,1,3,1,2,1,2,2,2,2,5,3,3,3,6,6,5,6,2,NA,1,2,4,2,2,3,1,NA,NA,NA,1,1,3,1,2,1,1,1,2,1,2,5,4,2,2,1,2,1,3,2,2,1,2,2,2,2,2,1,1,2,2,1,NA,NA,2,2,2,2,3,3,1,3,1,1,3,1,3,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,2,3,3,1,3,7,2,2,2,1,5,2,NA,1,1,1,1,1,1,2,1,2,2,3,1,1,1,1,5,2,1,2,2,1.0004423297098675
201801163229,2023-08-03T20:07:45Z,2023-08-03T20:18:29Z,2,1,2,2,5,2,1,2,2,1,2,2,1,2,2,3,1,3,1,1,2,3,2,6,1,6,1,7,NA,1,NA,1,NA,1,2,3,3,3,1,2,NA,NA,NA,1,1,3,1,1,1,1,1,2,2,2,3,99,1,1,1,1,3,3,2,1,1,1,2,2,2,2,1,1,2,2,2,NA,NA,2,2,1,2,2,3,2,1,1,2,4,3,4,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,2,2,2,1,1,3,7,3,2,2,3,2,2,NA,1,1,1,1,1,1,1,2,1,2,1,NA,1,1,1,99,1,1,2,99,1.5458312945291002
201801163237,2023-08-01T18:52:51Z,2023-08-01T19:11:50Z,2,1,2,2,5,3,1,2,2,1,2,2,2,3,2,3,1,2,1,3,3,3,3,3,2,1,3,7,1,2,1,2,NA,3,1,1,1,1,2,1,NA,NA,NA,1,1,3,1,1,1,1,1,2,2,2,2,2,2,1,1,1,99,1,2,1,1,1,1,2,2,2,1,2,2,2,NA,NA,NA,2,2,2,2,2,3,2,3,3,1,3,1,3,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,1,1,3,2,3,7,3,4,1,2,4,2,NA,4,1,1,1,4,5,1,2,1,6,3,99,9,9,1,1,3,2,2,1,1.4048933164804658
201801163253,2023-08-01T16:42:12Z,2023-08-01T16:49:26Z,2,1,2,1,6,2,2,1,1,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,3,1,3,3,NA,5,4,2,2,5,1,5,3,5,4,1,NA,NA,NA,3,2,NA,NA,2,2,2,2,4,4,4,4,4,4,2,3,2,5,2,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,1,2,1,1,2,2,2,3,3,1,3,1,1,4,2,4,4,5,1,3,NA,NA,NA,NA,3,2,3,1,1,3,7,2,2,1,1,6,2,NA,1,1,1,1,1,2,9,NA,3,6,4,2,2,4,1,9,5,2,1,3,0.20492175037069485
201801163268,2023-08-01T17:20:09Z,2023-08-01T17:34:15Z,2,1,1,2,4,2,1,2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,7,4,6,6,7,NA,5,NA,NA,NA,1,1,1,1,1,1,1,1,1,NA,NA,1,3,1,1,1,1,1,1,1,1,2,1,1,1,2,2,4,2,1,2,1,1,1,1,2,2,1,2,2,2,NA,NA,NA,2,2,2,2,2,2,1,1,1,2,2,2,2,NA,NA,NA,NA,NA,NA,3,2,3,3,3,3,NA,NA,NA,NA,2,3,7,3,3,2,3,2,2,NA,1,1,1,1,1,3,1,2,1,5,1,NA,1,1,2,1,1,2,2,1,3.9730990041020786
201801163281,2023-08-01T17:03:22Z,2023-08-01T17:11:31Z,2,1,2,2,6,2,1,2,2,2,2,2,1,2,1,3,1,2,1,2,3,2,2,3,3,1,2,7,1,5,1,2,NA,1,2,4,3,3,3,2,NA,NA,NA,1,1,3,1,1,1,1,1,2,5,5,3,4,1,2,3,3,4,4,2,2,1,2,2,2,2,2,2,1,2,2,2,NA,NA,2,1,1,2,2,2,1,4,4,1,99,1,2,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,2,3,1,1,1,3,7,2,2,1,1,6,2,NA,1,4,4,1,1,1,1,1,1,2,1,NA,1,1,1,9,2,1,2,2,0.8307959653268798
201801163343,2023-08-01T17:04:38Z,2023-08-01T17:15:27Z,1,1,2,1,6,3,2,2,1,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,3,7,3,7,NA,5,NA,2,NA,5,1,5,5,5,3,1,NA,NA,NA,3,2,NA,NA,2,2,2,2,4,4,4,4,4,4,2,5,1,5,4,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,1,2,1,1,2,1,2,2,3,1,3,1,1,5,5,3,4,5,1,1,NA,NA,NA,NA,3,3,3,3,1,3,7,2,3,1,99,99,2,NA,1,1,1,1,1,1,10,NA,3,6,2,NA,2,4,1,99,4,2,2,99,0.5872637213859462
201801163395,2023-08-02T16:35:20Z,2023-08-02T16:50:46Z,1,1,2,2,3,3,2,2,1,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,5,3,3,7,NA,2,4,2,NA,4,2,3,2,2,3,2,NA,NA,NA,3,2,NA,NA,2,2,2,2,3,3,3,3,3,3,2,4,3,5,4,2,2,2,2,2,2,2,2,2,2,2,1,NA,NA,3,2,2,2,1,1,3,1,2,3,2,2,3,2,4,3,3,4,4,4,1,2,NA,NA,NA,NA,3,2,3,3,1,3,7,2,4,1,1,6,2,NA,1,1,1,1,1,1,1,2,1,5,2,NA,2,3,1,9,3,2,1,3,0.2915221162438655
201801163427,2023-08-03T13:43:42Z,2023-08-03T16:25:57Z,2,1,2,2,3,3,1,2,2,1,2,2,2,3,3,2,2,1,2,3,1,2,3,7,6,6,7,6,NA,NA,NA,NA,NA,4,1,1,2,1,3,1,NA,NA,NA,2,1,3,2,2,1,1,1,3,2,2,4,2,3,2,1,3,5,4,1,2,1,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,2,2,2,2,3,3,2,2,3,1,NA,NA,NA,NA,NA,NA,1,3,NA,NA,NA,NA,1,2,3,1,1,3,7,1,2,2,1,5,2,NA,4,3,5,1,4,6,2,2,2,5,3,1,1,2,1,9,3,1,2,3,0.397860421294989
201801163485,2023-08-03T13:37:12Z,2023-08-03T14:01:14Z,2,1,2,1,1,3,1,2,2,2,2,2,2,2,2,1,1,1,2,2,1,2,99,6,3,5,3,6,NA,2,4,2,NA,3,3,4,3,3,3,2,NA,NA,NA,2,1,1,2,2,1,2,2,2,5,2,2,3,5,2,1,2,4,2,1,2,1,2,2,2,2,2,2,2,2,1,NA,NA,3,2,2,2,1,2,1,1,2,3,2,3,1,2,4,5,3,4,3,5,2,3,NA,NA,NA,NA,3,2,2,1,1,3,7,1,2,1,1,6,2,NA,1,1,1,1,1,1,12,NA,3,5,2,NA,2,4,1,9,4,2,1,3,0.3720545308100062
201801163492,2023-08-03T12:55:06Z,2023-08-03T13:05:03Z,1,1,1,1,3,3,1,2,2,1,2,2,1,2,3,2,1,1,1,1,1,1,2,1,1,1,1,6,2,2,2,2,NA,3,2,2,3,3,2,2,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,3,3,3,2,2,2,3,3,1,4,1,1,2,2,2,2,4,3,4,5,4,2,2,3,3,3,3,NA,NA,NA,NA,1,3,7,1,3,2,2,3,2,NA,1,2,2,1,1,6,12,NA,3,5,2,NA,2,4,1,4,4,1,1,2,0.32248077629886324
201801163550,2023-08-01T19:35:27Z,2023-08-01T20:13:34Z,2,1,1,2,5,3,1,2,1,1,2,1,2,1,1,1,2,3,1,1,1,1,1,6,1,4,3,7,NA,1,1,2,NA,2,1,2,2,4,2,1,99,NA,NA,1,3,NA,NA,1,1,99,99,3,5,5,5,5,3,2,4,1,5,4,99,2,99,99,2,2,2,2,2,1,1,1,2,2,2,2,1,99,2,2,2,1,3,1,1,4,1,4,99,5,3,5,5,3,2,3,1,1,1,1,NA,NA,NA,NA,1,3,7,2,4,2,1,6,2,NA,1,1,1,1,1,2,1,2,1,2,1,NA,1,1,1,1,2,2,2,1,0.48118158566824204
201801163597,2023-08-02T02:27:58Z,2023-08-02T03:06:05Z,2,1,1,1,6,1,2,1,1,2,1,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,6,6,7,NA,NA,NA,NA,NA,4,2,2,2,3,3,2,2,NA,2,NA,2,NA,NA,2,2,2,2,4,4,4,4,4,4,2,5,4,5,5,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,1,2,1,2,2,12,4,2,2,1,2,2,1,2,1,2,3,2,2,3,1,1,1,1,NA,NA,NA,NA,1,3,7,2,2,1,2,3,2,NA,2,1,1,1,4,6,9,NA,3,5,3,1,1,2,1,9,3,1,1,3,2.007739598694553
201801163603,2023-08-01T16:46:23Z,2023-08-01T17:05:14Z,1,1,1,2,4,4,1,2,2,1,2,2,2,2,2,2,1,1,1,1,1,1,2,5,1,3,2,7,1,6,4,5,NA,2,2,3,2,3,2,1,1,1,NA,NA,1,1,2,1,1,1,1,5,5,2,3,5,5,1,1,1,4,3,1,2,1,2,2,2,2,2,2,1,2,2,3,NA,NA,2,2,2,2,2,2,2,3,1,2,4,2,3,NA,NA,NA,NA,NA,NA,1,2,3,2,1,2,NA,NA,NA,NA,1,3,7,2,4,2,2,4,2,NA,1,1,1,1,1,1,2,2,2,4,1,NA,1,1,1,99,2,2,2,99,0.8502742857955118
201801163678,2023-08-01T17:11:31Z,2023-08-01T17:24:48Z,2,1,1,2,6,2,2,2,2,2,1,1,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,6,1,2,5,NA,NA,4,2,2,2,1,1,1,1,1,1,1,2,NA,NA,2,NA,NA,2,2,2,2,4,4,4,4,4,4,2,5,2,5,5,2,2,2,2,2,2,2,2,2,2,2,2,NA,NA,NA,2,2,2,1,1,1,1,2,4,1,2,1,2,5,2,5,2,3,2,1,1,1,1,1,1,NA,NA,NA,NA,1,3,7,2,4,1,1,5,2,NA,1,1,1,1,1,1,1,2,1,6,3,1,1,2,3,9,3,1,2,3,1.5882223482397593
201801163842,2023-08-01T17:31:06Z,2023-08-01T17:40:40Z,2,1,2,2,5,4,1,2,2,1,2,2,2,2,2,1,1,2,1,2,1,1,2,5,1,1,1,6,5,6,4,2,NA,2,1,2,1,3,2,3,NA,NA,NA,1,1,3,1,1,1,1,2,2,2,2,3,2,2,1,3,3,3,3,1,1,1,1,2,2,2,2,1,1,2,2,3,NA,NA,2,2,1,2,3,3,1,4,4,1,4,1,3,NA,NA,NA,NA,NA,NA,1,2,NA,NA,NA,NA,2,2,2,2,2,3,7,3,3,1,2,3,2,NA,1,1,1,1,1,1,1,2,1,4,3,1,1,1,1,9,2,2,2,3,1.200534108009692
201801163902,2023-08-01T17:22:57Z,2023-08-01T17:39:12Z,3,1,2,2,3,4,1,2,2,1,2,2,3,2,2,2,1,1,1,2,2,3,1,7,6,5,6,7,NA,NA,4,NA,NA,2,2,2,1,1,1,1,NA,NA,NA,1,3,NA,NA,2,1,1,1,5,5,3,3,5,2,2,4,3,4,4,2,2,1,2,1,2,2,2,2,2,2,2,NA,NA,NA,2,1,2,2,2,2,1,3,4,2,3,2,3,NA,NA,NA,NA,NA,NA,2,2,NA,NA,NA,NA,3,3,3,3,1,3,7,2,4,2,1,5,2,NA,1,1,1,1,1,1,1,1,1,5,1,NA,1,1,1,6,2,2,2,2,1.0186346721637227
201801163944,2023-08-02T09:42:09Z,2023-08-02T09:50:15Z,1,1,2,2,5,5,2,2,2,1,1,1,1,1,3,1,1,2,1,1,1,1,1,6,3,5,3,7,NA,4,4,4,NA,2,2,5,2,2,2,2,NA,NA,NA,1,1,2,1,1,1,1,1,4,4,4,4,4,1,2,3,2,2,3,2,2,2,2,2,2,2,2,2,1,2,1,2,NA,2,2,2,1,1,1,1,1,2,1,2,2,2,2,4,4,4,4,4,4,99,2,NA,NA,NA,NA,1,1,1,1,1,3,7,2,2,1,2,3,1,1,1,5,3,1,1,6,1,1,1,2,4,1,1,1,1,7,2,1,1,3,0.32101550580026766
201801163999,2023-08-01T16:50:06Z,2023-08-01T17:04:38Z,1,1,1,2,4,3,1,2,2,2,2,2,2,1,1,3,1,2,1,2,3,2,2,6,6,6,6,7,NA,NA,NA,NA,NA,2,3,3,3,4,4,3,1,1,NA,NA,1,3,2,2,1,1,1,4,3,4,4,4,2,2,1,3,4,4,2,2,2,2,2,2,2,2,2,1,2,2,2,NA,NA,2,2,2,2,2,2,1,1,4,1,3,1,3,NA,NA,NA,NA,NA,NA,2,3,3,3,3,3,NA,NA,NA,NA,1,3,7,1,4,1,2,3,2,NA,1,1,1,1,1,5,1,1,1,3,3,1,1,1,1,3,2,2,1,2,0.21923476418950286
